Symbol,NSAF_SpC_ratio,hESC_Ln_NSAF,hNSC_Ln_NSAF,t_test_p,color
C6orf174,0.755904894,-14.02997138,-13.75013166,,gray
C6orf204,1.238655657,-13.64018597,-13.85421261,,gray
C6orf211,0.866910549,-9.002581046,-8.859761566,0.677379269,gray
C6orf222,0.780305348,-13.65671686,-13.4086469,,gray
C6orf223,0.619328995,-12.20351042,-11.72439177,,gray
C6orf25,1.251427735,-12.42016201,-12.6444471,,gray
C6orf35,2.8358166,-11.0660805,-12.10841044,,gray
C6orf47,0.793869315,-12.67139376,-12.44055734,,gray
C6orf57,0.595483671,-11.16565641,-10.6472751,,gray
C6orf64,0.491561503,-11.32680672,-10.6166385,0.381381509,gray
C7orf10,0.619328496,-13.33153124,-12.85241178,,gray
C7orf11,1.008669039,-10.34124863,-10.3498803,0.983002621,gray
C7orf26,0.619329423,-13.28369115,-12.80457319,,gray
C7orf27,1.705835251,-9.722197747,-10.25625262,0.027251224,green
C7orf28B,1.176616982,-10.77588688,-10.93853024,0.667395784,gray
C7orf30,0.983122706,-12.40094514,-12.3839238,,gray
C7orf36,2.477313984,-11.4419615,-12.34913641,,gray
C7orf42,0.983122706,-12.69501498,-12.67799364,,gray
C7orf44,1.966247485,-10.63882851,-11.31495541,,gray
C7orf46,1.590640767,-12.3926087,-12.85674563,,gray
C7orf47,1.560611334,-10.86166804,-11.30674567,0.646788919,gray
C7orf49,1.23865764,-12.00186937,-12.21589761,,gray
C7orf50,0.877776899,-8.651202836,-8.520840017,0.555400834,gray
C7orf62,1.238658036,-12.47901399,-12.69304256,,gray
C8orf30B,2.513931085,-9.582861882,-10.50470958,0.167559405,gray
C8orf33,1.292579028,-9.788769642,-10.04540911,0.47531121,gray
C8orf34,0.780304449,-13.46453068,-13.21645956,,gray
C8orf40,0.893226257,-10.79014904,-10.67723368,,gray
C8orf41,0.481778684,-10.99025352,-10.25998309,0.022196861,blue
C8orf42,11.34327047,-9.359790034,-11.78841469,0.006542935,red
C8orf58,1.560610967,-12.61447291,-13.0595503,,gray
C8orf82,0.466941463,-11.26154984,-10.49999846,0.101015561,gray
C9orf11,0.780305009,-12.86025201,-12.61218161,,gray
C9orf114,1.363318709,-11.71996604,-12.029888,,gray
C9orf117,1.560609747,-12.96840343,-13.41348004,,gray
C9orf123,0.866940233,-9.715664983,-9.572879743,0.786932773,gray
C9orf125,0.619326832,-13.17561251,-12.69649036,,gray
C9orf140,5.091313858,-10.77605577,-12.4035917,0.066852836,gray
C9orf142,0.149217147,-11.06923717,-9.166884498,0.052039599,gray
C9orf16,1.966245412,-10.90236491,-11.57849076,,gray
C9orf21,2.529796884,-11.65204645,-12.58018547,,gray
C9orf23,2.668605592,-10.44354326,-11.42509935,,gray
C9orf40,0.170414766,-12.44453009,-10.67501007,,gray
C9orf41,0.49156085,-12.13103687,-11.42086733,0.213356528,gray
C9orf46,0.574932378,-11.24291055,-10.6894077,,gray
C9orf5,0.229165026,-12.70081481,-11.22750191,0.085338483,gray
C9orf57,7.946071845,-10.16837743,-12.24105513,,gray
C9orf6,0.541033058,-12.37516946,-11.76089456,,gray
C9orf64,0.196326009,-11.98621564,-10.35823695,0.056243681,gray
C9orf68,0.780305009,-13.14793409,-12.89986369,,gray
C9orf72,1.560610018,-12.89044224,-13.33551902,,gray
C9orf78,0.664946591,-10.47856048,-10.07051192,0.486498104,gray
C9orf79,0.724370305,-13.99043884,-13.66798629,,gray
C9orf82,0.61517302,-11.30617824,-10.82032652,0.667781949,gray
C9orf86,0.273388572,-11.24645999,-9.949598835,0.026674299,blue
C9orf89,1.560611922,-11.92405906,-12.36913706,,gray
CA11,0.780305009,-12.96968585,-12.72161546,,gray
CA14,0.258516219,-10.5118458,-9.159048957,0.004465,blue
CA2,0.135258612,-12.73735212,-10.73678543,0.003877,blue
CA3,0.619328764,-12.73735212,-12.25823309,,gray
CA4,0.270516309,-12.91967783,-11.61225495,,gray
CA8,0.491561591,-12.84655181,-12.13638377,,gray
CAB39,1.426289401,-9.833997846,-10.18907409,0.598344408,gray
CAB39L,1.496708873,-10.98493529,-11.3882039,,gray
CABC1,0.701056775,-11.9816163,-11.6264499,0.694307965,gray
CABIN1,2.057342387,-13.450352,-14.17176704,,gray
CABLES2,0.340830692,-13.34627814,-12.26990871,,gray
CACHD1,0.309664248,-14.3265881,-13.15432146,,gray
CACNA1A,0.379880648,-14.54340725,-13.57550909,,gray
CACNA1B,0.331855883,-14.6076368,-13.5045823,,gray
CACNA1C,1.715235953,-13.87979379,-14.41934444,,gray
CACNA1D,1.850306429,-14.23183667,-14.84718793,,gray
CACNA1E,2.177948777,-14.12757011,-14.90595362,,gray
CACNA1G,0.432854361,-14.46361925,-13.62626529,,gray
CACNA1H,1.238657478,-14.47801928,-14.69204739,,gray
CACNA1I,1.238656992,-14.65493063,-14.86895835,,gray
CACNA1S,1.560612941,-14.24987035,-14.694949,,gray
CACNA2D1,2.444246433,-12.95714412,-13.85088099,,gray
CACNA2D2,0.111077747,-13.53364803,-11.33612313,0.056446162,gray
CACNB3,0.363918535,-13.35875491,-12.34792967,,gray
CACNG6,0.780305685,-12.73735212,-12.48928259,,gray
CACYBP,1.035386399,-6.624442095,-6.659216785,0.52922497,gray
CAD,0.814218833,-8.236524179,-8.030998067,0.096896018,gray
CADM1,0.038804081,-11.80956543,-8.560335569,0.033120868,blue
CADM2,0.491559921,-13.25660944,-12.54643801,,gray
CADM3,0.780306132,-13.24509543,-12.99702648,,gray
CADM4,0.206442862,-12.44453009,-10.86679848,0.07641792,gray
CADPS,1.066013308,-13.01221512,-13.07614093,,gray
CADPS2,1.003261485,-12.95784318,-12.96109936,,gray
CALB1,22.7606762,-8.918523122,-12.04355744,0.012939722,red
CALB2,0.122882153,-12.77879007,-10.68226058,0.000225644,blue
CALCOCO1,1.238656992,-13.25271333,-13.46674105,,gray
CALCOCO2,0.569379506,-13.45519383,-12.89198574,,gray
CALD1,2.821003244,-7.498466558,-8.53555914,0.002213218,red
CALHM2,1.69973678,-12.40682813,-12.93730153,,gray
CALM2,0.628817012,-6.558038944,-6.094123961,0.074767119,gray
CALML3,0.775318084,-12.18061979,-11.92613789,,gray
CALML5,1.238656992,-11.92922893,-12.14325665,,gray
CALR,0.92224617,-6.21528279,-6.134339694,0.462030009,gray
CALU,0.673433613,-7.688421338,-7.293055479,0.059330127,gray
CAMK1,0.215966515,-12.26730647,-10.73467456,0.047297495,blue
CAMK2A,0.736137194,-13.36903936,-13.06270058,,gray
CAMK2B,1.704799855,-13.12749237,-13.66094009,,gray
CAMK2D,0.739017292,-10.20605732,-9.90362336,0.510885042,gray
CAMK2G,0.568738364,-10.3888158,-9.824481034,0.033281342,green
CAMK4,1.238656992,-13.10472073,-13.31874846,,gray
CAMKK2,0.358613641,-12.47066996,-11.44516028,0.250649724,gray
CAMKV,3.136639423,-9.717505426,-10.86065741,0.060622691,gray
CAMLG,1.527397843,-9.941539569,-10.3651051,0.245379343,gray
CAMSAP1,0.573414086,-11.58503094,-11.02888378,0.116731079,gray
CAMSAP1L1,0.651385688,-12.42183684,-11.99318348,0.751368284,gray
CAND1,0.866332073,-8.05450155,-7.911014562,0.111657734,gray
CAND2,2.347261827,-12.23395263,-13.0872021,,gray
CANT1,0.766706839,-12.23307049,-11.96741972,,gray
CANX,0.899200549,-7.606420637,-7.500171448,0.32941243,gray
CAP1,1.28911376,-6.951769051,-7.205724025,0.029735837,green
CAP2,0.379724974,-9.974558289,-9.006250249,0.018250311,blue
CAPG,1.968164624,-8.172030546,-8.849131992,0.007536007,green
CAPN1,1.154064707,-8.353969069,-8.497259308,0.283777453,gray
CAPN2,0.645743873,-9.633778646,-9.196426311,0.083963806,gray
CAPN5,4.236146844,-11.17873781,-12.6223919,0.102774068,gray
CAPN6,0.031667983,-13.17760411,-9.725154993,0.000385262,blue
CAPN7,0.121636386,-13.87740344,-11.77068431,0.00843149,blue
CAPNS1,1.242117009,-8.629286629,-8.846103818,0.265940044,gray
CAPNS2,1.033810666,-12.1536227,-12.18687435,,gray
CAPRIN1,1.424417409,-8.628264447,-8.982027342,0.053083947,gray
CAPZA1,0.826153323,-7.666985391,-7.476010489,0.311036366,gray
CAPZA2,0.725398692,-8.261298515,-7.940264661,0.005087643,green
CAPZB,0.817550094,-7.603852664,-7.402409563,0.132232232,gray
CARD10,1.964277046,-12.89484963,-13.56997389,,gray
CARD11,5.671623747,-12.47516374,-14.21063919,0.020344591,red
CARHSP1,0.882343834,-6.973120861,-6.847947396,0.323722224,gray
CARKD,0.368239684,-11.56063321,-10.56161197,0.105325739,gray
CARM1,0.911105131,-8.705487114,-8.612390127,0.279466281,gray
CARNS1,0.779556691,-14.04983658,-13.80080672,,gray
CARS,1.074317907,-8.669199714,-8.740885669,0.503245309,gray
CARS2,0.609338398,-11.58895247,-11.09357097,0.335610341,gray
CASC1,0.780305009,-13.36081888,-13.11274848,,gray
CASC3,0.878456027,-11.77582811,-11.64623869,0.92297784,gray
CASC4,1.560610018,-12.79221533,-13.23729211,,gray
CASC5,9.765246949,-12.40853195,-14.6873618,0.004408868,red
CASK,0.250123642,-11.36205886,-9.976258941,0.027911196,blue
CASKIN1,0.429418122,-14.44280089,-13.5974767,,gray
CASKIN2,1.417908111,-13.67116169,-14.02034431,,gray
CASP12,1.515997789,-11.77034357,-12.1864174,,gray
CASP2,0.245779936,-13.29035851,-11.88703979,,gray
CASP3,3.692710223,-7.837156077,-9.143516744,0.00026847,red
CASP6,0.918701023,-8.625572725,-8.540778186,0.514193534,gray
CASP7,0.285463187,-12.39652801,-11.14288581,,gray
CASP8,3.28846881,-12.25708729,-13.44750934,,gray
CASP8AP2,3.715971248,-12.74572626,-14.05836634,0.043218694,red
CASP9,0.772069328,-12.12526203,-11.8665811,0.759078503,gray
CASQ2,1.021449074,-10.35610521,-10.37732749,0.970750223,gray
CAST,0.355470231,-10.24248623,-9.208172458,0.000734516,blue
CAV1,13.07434106,-9.770782246,-12.34143386,0.000136302,red
CBARA1,1.793489526,-11.0533722,-11.63753538,0.076214121,gray
CBFB,0.243328998,-10.48500584,-9.071664989,0.008847914,blue
CBL,0.945684394,-9.483720772,-9.427874385,0.577804174,gray
CBLB,0.976908189,-13.42487677,-13.40151417,,gray
CBLL1,0.595163167,-12.66055135,-12.14163167,,gray
CBR1,2.342692947,-6.764028887,-7.615329987,0.000225035,red
CBR3,13.02035506,-10.21715665,-12.78367055,0.000127449,red
CBR4,0.379178387,-12.18263552,-11.21288701,,gray
CBS,1.592101237,-7.519444642,-7.984499319,0.048250888,green
CBWD2,0.668140474,-10.346868,-9.94361116,0.078730026,gray
CBWD6,2.754750467,-12.12521185,-13.13853871,,gray
CBX1,1.172668343,-8.797084658,-8.956366446,0.685795723,gray
CBX2,0.534514167,-10.73735947,-10.11096242,0.276880479,gray
CBX3,1.60910504,-7.370986452,-7.8466646,0.047534613,green
CBX5,0.444809169,-9.47505945,-8.664949527,0.090009251,gray
CBY1,1.238656992,-12.0755217,-12.28954942,,gray
CC2D1A,1.477091351,-10.30527082,-10.69534567,0.087075515,gray
CC2D1B,0.794218002,-12.1757604,-11.94536311,,gray
CC2D2A,1.238656992,-14.33580437,-14.5498321,,gray
CCAR1,0.945387971,-9.390166491,-9.334006607,0.701264989,gray
CCBL1,0.438802945,-11.09006282,-10.26635799,0.187329624,gray
CCBL2,0.819618481,-8.778951121,-8.580034806,0.193461759,gray
CCDC104,1.019391637,-11.69573981,-11.71494582,0.970022523,gray
CCDC105,0.780303711,-13.38928218,-13.14121012,,gray
CCDC107,1.23865816,-12.5910715,-12.80510017,,gray
CCDC109A,0.785266929,-9.498907979,-9.257176397,0.560238095,gray
CCDC110,1.363317348,-12.98110508,-13.29102604,,gray
CCDC115,3.593204292,-11.07356243,-12.3526068,,gray
CCDC117,0.270516176,-12.80788649,-11.50046311,,gray
CCDC12,0.327371654,-10.38050897,-9.263849778,0.077509824,gray
CCDC120,3.572900055,-12.43162253,-13.70500014,,gray
CCDC123,0.780305009,-13.83980416,-13.59173376,,gray
CCDC124,0.426213433,-9.509754311,-8.656939269,0.234334215,gray
CCDC127,1.16939948,-12.27525443,-12.43174478,,gray
CCDC132,1.560615032,-12.89251911,-13.3375991,,gray
CCDC134,1.39002266,-9.510211965,-9.839532014,0.551118721,gray
CCDC136,0.869716326,-13.66699197,-13.52740379,,gray
CCDC137,1.560608514,-11.68785471,-12.13293053,,gray
CCDC14,0.456325137,-14.03628694,-13.25173723,,gray
CCDC141,0.775843159,-13.74676365,-13.49295875,,gray
CCDC144A,1.238657581,-14.20895338,-14.42298158,,gray
CCDC152,0.541033275,-12.71400835,-12.09973386,,gray
CCDC155,0.456325137,-13.63814026,-12.85359056,,gray
CCDC158,0.473233773,-14.1914871,-13.44332132,,gray
CCDC18,1.25707444,-13.98188807,-14.21067521,,gray
CCDC21,1.437334846,-11.68030856,-12.04309915,0.36606365,gray
CCDC22,0.109689088,-13.38656894,-11.17646355,0.00369686,blue
CCDC23,0.619328768,-11.36632651,-10.88720749,,gray
CCDC25,0.525626057,-9.344230164,-8.701064927,0.204814628,gray
CCDC28A,0.256359002,-12.32770117,-10.9665247,0.1383153,gray
CCDC28B,1.560610018,-12.19937032,-12.6444471,,gray
CCDC30,0.681659212,-13.6087551,-13.22552967,,gray
CCDC38,1.258966926,-13.26263942,-13.4929309,,gray
CCDC40,0.450795381,-14.21720932,-13.42046758,,gray
CCDC43,1.214929834,-9.461962472,-9.656648797,0.424542282,gray
CCDC46,1.560610018,-13.57628571,-14.02136249,,gray
CCDC47,1.410108892,-8.611053488,-8.954720418,0.144678479,gray
CCDC50,0.423486338,-11.08863617,-10.22940215,0.065494785,gray
CCDC51,1.328947171,-9.838625534,-10.12301256,0.642267736,gray
CCDC52,1.966245412,-13.23462692,-13.91075277,,gray
CCDC53,1.238657793,-11.52033255,-11.73436092,,gray
CCDC55,0.658135335,-13.76759389,-13.3492492,,gray
CCDC56,1.305903069,-9.110548929,-9.377443737,0.511230993,gray
CCDC58,0.857457994,-8.385364734,-8.231581647,0.575951218,gray
CCDC6,0.964621804,-8.762255524,-8.726236357,0.793776244,gray
CCDC64B,0.49156127,-13.4071535,-12.69698481,,gray
CCDC66,0.780305009,-13.89930141,-13.65123101,,gray
CCDC71,0.780303794,-13.3230049,-13.07493295,,gray
CCDC72,0.780305009,-11.33555517,-11.08748477,,gray
CCDC74B,1.238658982,-13.12356977,-13.3375991,,gray
CCDC75,0.228162669,-12.28672836,-10.80903191,0.066681002,gray
CCDC76,0.780305009,-13.35254036,-13.10446996,,gray
CCDC77,0.491561353,-13.36698765,-12.65681913,,gray
CCDC78,1.560611157,-12.79679435,-13.24187186,,gray
CCDC8,7.823803747,-10.46614261,-12.52331346,0.012874145,red
CCDC80,0.491561195,-14.04464719,-13.33447835,,gray
CCDC84,1.560611745,-11.82656115,-12.27163904,,gray
CCDC85C,0.983122706,-12.98349318,-12.96647184,,gray
CCDC86,4.477346633,-10.30981619,-11.8088468,0.09575881,gray
CCDC88A,0.759758596,-11.27569864,-11.00094411,0.653411193,gray
CCDC88C,0.363927354,-12.41934603,-11.40854502,0.306509403,gray
CCDC9,1.300410067,-10.60032179,-10.86300144,0.543864001,gray
CCDC90A,0.491560765,-12.59789527,-11.88772556,,gray
CCDC90B,0.390152504,-12.48295845,-11.54174087,,gray
CCDC91,0.780306156,-13.26571418,-13.01764525,,gray
CCDC93,0.282829335,-12.56462678,-11.30171516,0.125408746,gray
CCDC94,1.619332696,-10.24069152,-10.72270567,0.588935959,gray
CCDC97,0.422811378,-10.56188282,-9.701053703,0.01194595,blue
CCDC99,1.523860125,-11.1208241,-11.54207077,0.302147537,gray
CCHCR1,1.099692851,-13.37216365,-13.46719457,,gray
CCKBR,0.685860227,-13.15234094,-12.77525952,,gray
CCL24,1.238656992,-11.72474668,-11.9387744,,gray
CCM2,0.491561353,-12.62556121,-11.91539269,0.262438714,gray
CCNA1,1.238656992,-13.08765933,-13.30168705,,gray
CCNA2,1.428569182,-10.22371188,-10.58038525,0.531183501,gray
CCNB1,1.724063117,-8.773795038,-9.31847882,0.027159972,green
CCNB2,4.174579121,-10.18624876,-11.6152623,0.080786122,gray
CCNB3,0.56269798,-13.82006814,-13.2450559,,gray
CCNC,1.56061149,-12.36002244,-12.80510017,,gray
CCNG2,0.983122706,-12.78626356,-12.76924222,,gray
CCNH,7.186404683,-10.73406147,-12.70625247,0.015740723,red
CCNJL,1.238656992,-12.78991735,-13.00394507,,gray
CCNK,0.702508629,-9.938699243,-9.585601649,0.08152613,gray
CCNL1,1.435547848,-11.77300543,-12.13455198,0.413102961,gray
CCNL2,5.37257876,-11.73217203,-13.41348004,0.000818424,red
CCNT1,0.983122706,-11.66271112,-11.64568978,0.951741638,gray
CCNT2,0.29774153,-13.30761973,-12.09609021,0.037913308,blue
CCNY,1.082066551,-12.31540556,-12.39427825,,gray
CCNYL1,0.780305476,-12.21222748,-11.96415768,,gray
CCNYL3,1.238656992,-12.80641025,-13.02043797,,gray
CCR2,1.238656992,-12.86987762,-13.08390535,,gray
CCR9,0.780304049,-13.08747135,-12.83939972,,gray
CCRN4L,12.70846429,-10.68349301,-13.22576126,5.98e-05,red
CCS,0.535425688,-10.31428413,-9.689590958,0.162439478,gray
CCT2,1.108749833,-6.606907985,-6.710141089,0.059432262,gray
CCT3,1.185137978,-6.690216751,-6.860075956,0.137954135,gray
CCT5,1.16661036,-6.993253297,-7.147355713,0.336249502,gray
CCT6A,1.294498702,-7.154447528,-7.412571045,0.052727815,gray
CCT6B,1.499550918,-11.2178977,-11.62306337,0.082826556,gray
CCT7,1.227876886,-6.951103716,-7.156390285,0.016045821,green
CCT8,1.201752382,-6.63674708,-6.820527889,0.100501917,gray
CD109,2.150166124,-12.44034403,-13.20588914,0.301312195,gray
CD151,1.560611334,-11.78586597,-12.23094359,,gray
CD200,0.541032922,-12.86025201,-12.24597687,,gray
CD22,0.780305698,-13.67193765,-13.42386814,,gray
CD276,0.545728302,-9.957917966,-9.352283923,0.019553419,green
CD2AP,1.174408324,-8.492251602,-8.653016069,0.188370359,gray
CD2BP2,0.858837023,-9.39489055,-9.242714446,0.540104824,gray
CD320,16.31789902,-9.180992798,-11.9732554,0.03421826,red
CD3EAP,1.448719875,-9.467337323,-9.838017645,0.289667971,gray
CD40,1.08206755,-11.18334662,-11.26222023,0.84973261,gray
CD44,4.679756834,-12.2257545,-13.76900065,,gray
CD46,4.303717832,-10.86083073,-12.32030999,0.180670809,gray
CD47,0.780305009,-12.95432287,-12.70625247,,gray
CD55,1.560609444,-13.02630916,-13.47138557,,gray
CD59,1.101441453,-8.623089893,-8.719709627,0.800620513,gray
CD63,0.780305009,-12.64894292,-12.40087252,,gray
CD74,0.19753338,-12.08942677,-10.46757908,0.153886602,gray
CD81,1.099184117,-8.919783858,-9.014352051,0.667063307,gray
CD8B,1.238656992,-12.45095472,-12.66498244,,gray
CD9,5.67163823,-10.85351949,-12.5889975,,gray
CD97,1.238655613,-13.67305652,-13.88708313,,gray
CD99,0.459633185,-10.70530431,-9.927977775,0.611955466,gray
CD99L2,0.109689354,-12.78247159,-10.57236863,0.017182376,blue
CDA,1.560608499,-11.46713178,-11.91220759,,gray
CDAN1,1.966245814,-13.13456981,-13.81069586,,gray
CDC123,3.268065688,-9.703964515,-10.88816279,0.022374577,red
CDC14A,1.155273487,-12.84369051,-12.98802761,,gray
CDC14B,1.238654936,-13.15622084,-13.3702469,,gray
CDC16,0.731015034,-11.13255756,-10.81923631,0.60984341,gray
CDC20,1.918440448,-10.02591425,-10.67742683,0.464978688,gray
CDC23,0.826449444,-9.855763072,-9.66514654,0.205017439,gray
CDC25A,0.491561095,-13.43816427,-12.72799522,,gray
CDC25C,2.145147256,-12.05224817,-12.81545637,,gray
CDC26,2.67967624,-9.230312162,-10.21600814,0.133349708,gray
CDC27,1.163814282,-11.72923786,-11.88094065,0.787117522,gray
CDC34,2.898687435,-9.894404459,-10.95866248,0.279374714,gray
CDC37L1,2.464344263,-10.09426046,-10.99618622,0.026009671,red
CDC40,0.724371562,-12.15167965,-11.82922884,0.525199341,gray
CDC42,1.216671153,-8.571273081,-8.767391647,0.466317251,gray
CDC42BPA,1.579094227,-13.42166357,-13.87851498,,gray
CDC42BPB,0.634648084,-10.64410814,-10.18942351,0.251641503,gray
CDC42BPG,0.773012523,-14.5233262,-14.26586617,,gray
CDC42EP1,4.73893911,-11.1104481,-12.6662614,0.09437986,gray
CDC42EP3,0.780304348,-12.19633468,-11.94826343,,gray
CDC42EP4,0.282965864,-11.56487022,-10.30244121,0.292375908,gray
CDC42SE1,2.477317898,-10.62192274,-11.52909922,,gray
CDC42SE2,4.261999689,-9.678631406,-11.12836987,0.056226582,gray
CDC45,0.780305009,-13.57026332,-13.32219292,,gray
CDC5L,0.519371839,-9.548081783,-8.892946584,0.120786796,gray
CDC6,2.835818894,-11.75211032,-12.79444107,0.085004181,gray
CDC7,0.448104482,-12.24179398,-11.43906513,0.16546263,gray
CDC73,1.02590791,-9.517153241,-9.542731228,0.902764608,gray
CDCA2,1.57517145,-12.59988684,-13.05425096,,gray
CDCA3,2.746817428,-10.26197759,-11.27242054,0.306911252,gray
CDCA5,1.238658259,-12.67247251,-12.88650126,,gray
CDCP1,1.786453178,-13.30804738,-13.88827957,,gray
CDH1,4.226427246,-9.605658703,-11.04701572,0.002603933,red
CDH11,0.426713072,-13.8562708,-13.00462734,,gray
CDH2,0.244639314,-10.14903156,-8.741061216,0.023823277,blue
CDH23,0.569088425,-15.06502044,-14.50130099,,gray
CDH3,27.68904931,-10.55883441,-13.87987141,0.000364063,red
CDH4,0.767868932,-13.99668759,-13.73255137,,gray
CDH6,0.040289928,-13.84870565,-10.63705189,0.000105344,blue
CDIPT,2.339812754,-10.817854,-11.6679249,0.092820619,gray
CDK1,1.134630952,-7.57218856,-7.698496005,0.330701745,gray
CDK11B,0.95038559,-9.869000645,-9.818113153,0.701956745,gray
CDK12,0.766892814,-10.69562579,-10.43021756,0.517156643,gray
CDK13,0.690794172,-11.81599852,-11.44608515,0.700766224,gray
CDK14,1.238656992,-13.09622399,-13.31025172,,gray
CDK16,0.664700054,-11.53360031,-11.12518092,0.47817143,gray
CDK17,0.617051276,-12.16211654,-11.67931339,0.220742193,gray
CDK18,1.009387321,-12.0825095,-12.09185303,,gray
CDK2,0.466178847,-9.834715714,-9.071529788,0.093247853,gray
CDK4,0.683512579,-10.58028275,-10.19977254,0.726918452,gray
CDK5,1.015834304,-9.718326547,-9.734036796,0.963312599,gray
CDK5RAP1,4.2624757,-11.26374435,-12.71359449,0.055924289,gray
CDK5RAP2,1.088743822,-12.830165,-12.91518958,0.867029006,gray
CDK5RAP3,0.680805919,-10.76223317,-10.37775517,0.281681936,gray
CDK6,1.757633788,-11.78532766,-12.34929613,,gray
CDK7,4.151308158,-10.22731527,-11.65073877,0.094756944,gray
CDK9,0.300443318,-11.16323524,-9.960739073,0.402149856,gray
CDKAL1,1.409145449,-9.785522776,-10.12850623,0.200253472,gray
CDKL1,1.843022433,-12.42877548,-13.04018233,,gray
CDKN1B,0.467182047,-12.49968387,-11.73864759,,gray
CDKN1C,0.632795913,-11.31507203,-10.8574647,0.329124397,gray
CDKN2AIP,0.726340622,-10.04268585,-9.72294965,0.434069419,gray
CDKN2AIPNL,1.045248552,-9.437817894,-9.482072599,0.908688358,gray
CDON,0.983122706,-13.41254605,-13.39552471,,gray
CDR2L,1.549561382,-12.70300804,-13.14097995,,gray
CDRT15L1,1.238656992,-12.58397738,-12.7980051,,gray
CDS2,0.643568878,-10.32774234,-9.887016115,0.247902745,gray
CDSN,1.233446325,-12.51684865,-12.72666079,,gray
CDT1,0.983122706,-13.24824227,-13.23122094,,gray
CDV3,0.913683949,-7.842008119,-7.751737563,0.674344963,gray
CDYL,0.711223835,-12.03823966,-11.69747158,0.595214395,gray
CDYL2,0.780305535,-13.40320905,-13.15513933,,gray
CEACAM3,0.466439024,-13.17973549,-12.41710751,,gray
CEBPZ,2.250790445,-13.30871765,-14.11999911,,gray
CECR1,1.238655937,-12.95094364,-13.16497051,,gray
CECR2,0.748172588,-11.42545285,-11.13533125,0.557939128,gray
CECR5,0.48394617,-9.661763191,-8.935981592,0.028477792,blue
CELF1,0.728773651,-8.417555131,-8.101163044,0.002984298,green
CELF2,0.689782058,-10.13620761,-9.764828017,0.160419529,gray
CELF4,0.619328716,-12.53796333,-12.05884423,,gray
CELF6,0.411637009,-13.35254036,-12.46492699,,gray
CELSR1,0.780305793,-15.18769246,-14.93962307,,gray
CELSR2,0.077016882,-14.92598957,-12.36225893,0.004620344,blue
CELSR3,1.238655622,-15.05243764,-15.26646426,,gray
CENPE,1.026832841,-12.46060942,-12.48708857,0.945609598,gray
CENPF,1.447052012,-11.21271274,-11.58224113,0.365497135,gray
CENPH,0.835431509,-9.202576711,-9.022769801,0.556969601,gray
CENPJ,0.983122706,-14.14455447,-14.12753314,,gray
CENPM,1.560609081,-11.90753062,-12.3526068,,gray
CENPT,4.937925675,-11.89242586,-13.4893712,,gray
CENPV,0.787376169,-10.10053209,-9.861482928,0.41039154,gray
CEP135,1.238657462,-13.98440731,-14.19843541,,gray
CEP152,0.637597288,-14.08617184,-13.63612344,,gray
CEP164,1.125394564,-13.8656109,-13.9837446,,gray
CEP170,0.539049196,-10.75299838,-10.13504994,0.019935557,green
CEP192,0.641662809,-12.23874339,-11.79505105,0.563250513,gray
CEP290,1.078859242,-13.93293042,-14.00883465,,gray
CEP350,1.547682135,-14.19592332,-14.63268174,,gray
CEP55,1.560607604,-12.85445654,-13.29953178,,gray
CEP68,0.61932834,-13.80603531,-13.3269156,,gray
CEP70,1.786452988,-12.9713357,-13.55156779,,gray
CEP78,0.456325357,-13.29659926,-12.51205004,,gray
CEP97,0.148870984,-13.96901692,-12.06434169,0.028716269,blue
CEPT1,0.815821549,-11.82106277,-11.61750313,,gray
CERK,0.780304729,-13.46266985,-13.2145991,,gray
CETN2,0.371855517,-9.960806689,-8.971556793,0.108779912,gray
CETN3,0.513934974,-12.0636175,-11.39795897,,gray
CFD,0.780305685,-12.73735212,-12.48928259,,gray
CFDP1,0.688476131,-9.16537176,-8.79209713,0.106755834,gray
CFL1,0.595604961,-6.547055085,-6.028877435,0.062781385,gray
CFL2,1.773074743,-10.31636714,-10.88908232,,gray
CGGBP1,0.538200446,-9.81914991,-9.199625697,0.02892688,green
CGN,3.499663243,-12.99955675,-14.2522235,,gray
CGNL1,6.831321356,-12.40978835,-14.33130647,0.012752424,red
CHAC2,6.993724187,-10.42957378,-12.37458699,,gray
CHADL,0.619328653,-13.81261861,-13.33349941,,gray
CHAF1A,4.089942964,-11.68967831,-13.09820933,0.050906399,gray
CHAF1B,4.190469793,-10.28688164,-11.71969449,0.178421562,gray
CHCHD1,1.081728919,-9.687890134,-9.766450746,0.833151522,gray
CHCHD10,2.477313984,-11.25642355,-12.16359845,,gray
CHCHD2,1.160217403,-8.401200811,-8.549808214,0.509713036,gray
CHCHD3,1.317608838,-7.800055777,-8.075874384,0.038085844,green
CHCHD4,2.118078587,-9.700069196,-10.45057855,0.175025798,gray
CHCHD5,1.029591281,-9.654684298,-9.683846207,0.973619478,gray
CHCHD6,0.470076093,-11.19205933,-10.43719863,0.522619725,gray
CHCHD8,2.576507623,-8.69812175,-9.644556598,0.005353863,red
CHD1,3.91568648,-10.86263325,-12.22762391,0.112403961,gray
CHD1L,0.506669588,-10.31999297,-9.640096781,0.088012946,gray
CHD2,0.953844015,-14.45124405,-14.40398892,,gray
CHD3,0.438779165,-13.98866636,-13.16490733,,gray
CHD4,0.487544859,-9.504500731,-8.786127757,0.074802866,gray
CHD5,0.330075208,-12.72606332,-11.61762857,0.135908414,gray
